EAN,Descripcion,Categoria,Precio_Compra,Variacion_Precio_Porc,Cantidad_Recibida,Dias_Reposicion,Error_OCR
7790060023684,ACEITE DE GIRASOL COCINERO 1.5 LT,Almacén,4540.74,3.87,35,16,0
7790070410115,VITINA NITRI-VIT PLUS VEGETALES 250,Almacén,1400.0,1.38,28,8,0
7891150026025,DOVE BABY JABON TOCADOR 75GR.HUM,Higiene Corporal,1578.22,8.58,24,14,0
7790060012077,HARINA FAVORITA 0000 1 KG.       ,Almacén,925.93,0.92,37,17,0
7790044005576,JUGO DE LIMON MINERVA 1 LITRO    ,Almacén,3570.37,3.4,35,8,0
7613035067837,CAFE INSTANT.DOLCA SUAVE 170G. ,Infusiones,6807.41,4.83,34,15,0
7790380012139,CROCANTE DE MANI GEORGALOS 80G,Golosinas,713.57,8.1,34,14,1
7790070411518,REBOZADOR PREFERIDO HORNO 500G,Almacén,1422.22,0.91,35,18,0
7794000596924,SOPA KNORR N.R.CREMA ZAPALLO 70G.,Almacén,1696.3,7.41,21,20,0
7794820015018,QUESO MILKAUT UNTABLE LIGHT TRAD190,Golosinas,2021.43,4.53,45,7,0
7790580309602,CARAMELOS MOGUL 1KG. ANILLOS ,Golosinas,9321.43,2.05,24,3,0
7790040534704,GALLETITAS ARCOR FORMIS 102G.VAI.CH,Almacén,948.15,5.66,23,12,0
7622300724306,FIDEOS TERRABUSI 100A/OS MUNICIONES,Almacén,807.41,5.0,6,3,0
7790580956509,SALSA ARCOR D.PACK FILETTO 340G.,Almacén,977.78,3.0,19,20,0
7793360674082,MAYONESA LA CAMPAGNOLA BC 1 LTS.,Almacén,3385.19,4.67,7,14,0
7891150025967,DOVE BABY JABON LIQUIDO 200CC.HUMEC,Higiene Corporal,4291.48,3.54,33,15,0
7790895000447,GASEOSA SPRITE 1.5 LITRO         ,Bebidas sin alcohol,2884.62,20.0,35,14,0
7790040991910,ALFAJOR BAGLEY B&N 3.0 BLANCO 73.5G,Golosinas,1221.43,6.16,43,7,0
7791290001152,DETERGENTE SINT.ALA R.FINA 450CCDOY,Limpieza,2533.33,8.47,9,17,0
77950031,CHOCOLATE COFLER BLOCK 110G. LECHE ,Golosinas,3185.71,1.41,6,12,0
7794820012567,YOGHURT MILKAUT 140G.ENT.COPOS VA,Golosinas,1750.0,9.83,13,20,0
7790380037774,PASAS DE UVA C/CHOCO.GEORGALOS 80G.,Golosinas,1839.29,-0.38,34,4,0
7790580626419,BIZCOCHUELO GODET VAINILLA 480GRS,Golosinas,2571.43,4.12,44,9,0
7791813420521,GASEOSA SEVEN UP 500 C.C.,Bebidas sin alcohol,684.62,5.97,8,6,0
7790079000638,LEBERWURST PALADINI FAMILIAR 250G,Helados,2307.14,5.2,37,16,0
7790580567101,TOMATE CUBETEADO ARCOR 400G.,Almacén,1281.48,2.94,15,2,1
7790060070589,BIZCOCHUELO EXQUISITA CHOC.540   ,Almacén,2785.19,3.98,15,8,0
7790070318350,FIDEOS LUCCHETTI MOÑOS 500 GRS.,Almacén,1562.96,3.27,24,11,0
7790070016881,ROCIO VEGETAL COCINERO OLIVA 120GRS,Almacén,3592.59,3.03,39,13,1
7790040111004,GALLETITAS BAGLEY CHOCOLINAS 250G,Galletas,1778.57,6.62,38,17,0
7790580666200,CHOCOLATE COFLER 100G. LECHE     ,Golosinas,2685.71,5.39,28,8,0
7795907312693,FIDEOS LUCCHETTI LETRITAS 500 GRS.,Almacén,970.37,2.77,33,18,1
7790580617103,CARAMELOS MOGUL 500G. GUSANITOS,Golosinas,5700.0,6.75,37,18,0
7790070320100,CAPELETINI LUCCHETTINIS MULTICOLOR ,Almacén,3133.33,5.27,12,14,0
7793360004988,MERMELADA CAMPAGNOLA BC ARANDANO 39,Almacén,4000.0,6.53,34,15,0
7891143018396,QUESO ADLER FETAS CHEDDAR 144G.,Golosinas,2900.0,6.07,13,6,0
7790580332716,CHOCOLATE COFLER AIR.100G. ALMEND. ,Golosinas,4521.43,2.43,6,11,0
7791249985915,POSTRE MANTECOL 250 GRS.,Golosinas,216.43,3.1,8,13,0
7793360674204,MAYONESA LA CAMPAGNOLA BC 250 CC,Almacén,962.96,6.37,29,1,0
7790580283506,TURRON ARCOR DE MANI 120 GR.,Golosinas,1492.86,6.03,28,6,0
7790070318374,FIDEOS LUCCHETTI AVE MARIA 500 GRS.,Almacén,970.37,4.45,13,9,0
7891150014534,SHAMPOO CLEAR MEN 400CC DUAL EFFECT,Cuidado Capilar,6786.26,4.79,42,8,0
7792860007796,CARAMELOS LHERITIER MASTIC.C/YOG670,Golosinas,4157.14,7.69,8,11,0
7792860008298,CARAMELOS LHERITIER BABY DOLL 500G.,Golosinas,3828.57,3.02,38,19,0
7793360000089,TOMATE NATURAL CAMPAGNOLA 240G.,Almacén,1259.26,5.87,33,9,0
7791293030913,ACONDICIONADOR SEDAL 340ML CREMA BA,Cuidado Capilar,3764.44,3.99,13,17,0
7793360000980,CHOCLO LA CAMPAGNOLA CREMOSO AM.300,Almacén,1622.22,3.96,39,12,1
7790310002995,MINI TOSTADITAS TWISTOS 40G. JAMON,Snacks,1407.14,7.25,40,14,0
7791293030708,ACONDICIONADOR SEDAL 190ML LISO PER,Cuidado Capilar,2520.3,6.56,37,15,0
7798115941228,FIDEOS ESTRELLA DEL PAR.PL LINGUINI,Almacén,659.26,6.53,29,16,0
7791293031200,ACONDICIONADOR SEDAL 650ML LISO PER,Cuidado Capilar,6045.19,7.76,19,20,0
7791290782754,SUAVIZANTE VIVERE FLORES SILV.900 C,Limpieza,2103.7,4.55,37,1,0
77934017,CHICLES BELDENT 10G. TUTTI FRUTTI ,Golosinas,607.14,20.0,48,10,0
7794000596573,SOPA KNORR N.R.QUICK CHOCLO 63G.,Almacén,2222.22,3.72,21,8,0
7790040377905,GALLETITAS BAGLEY CRIOLLITAS 499GRS,Galletas,2200.0,5.31,9,18,0
79400110695,DESODORANTE REXONA CL.FEM.STICK CLE,Higiene Corporal,9164.96,4.17,42,1,0
7798115940320,FIDEOS ESTRELLA DEL PAR.CODO MED500,Almacén,659.26,4.74,26,2,0
7790895000218,GASEOSA COCA COLA 2 LT.RETORNABLE,Bebidas sin alcohol,2769.23,5.99,19,1,0
7891150025929,DOVE BABY SHAMPOO 200CC.HUM.ENR.,Higiene Corporal,4851.37,2.45,36,1,0
7792860007574,CARAMELOS PICO DULCE FRUTA 450G,Golosinas,5278.57,9.73,23,9,0
7790580107369,CARAMELOS ARCOR BUT.TOF.AGUILA 822G,Golosinas,9014.29,1.98,12,13,0
7790895064142,GASEOSA SPRITE ZERO 500 C.C.,Bebidas sin alcohol,1246.15,1.46,15,1,0
7794600000333,FIDEOS DON FELIPE TIRABUZON 500G.,Almacén,1555.56,7.4,12,13,0
7790040437807,BUDIN ARCOR C/FRUTAS 215G.,Almacén,2218.52,6.48,38,20,0
7891150008953,SHAMPOO DOVE 200ML RECONS.COMPLE,Higiene Corporal,3674.04,6.06,28,7,0
7793360984808,CHOCLO LA CAMPAGNOLA ENTERO AMA.195,Almacén,1800.0,6.07,26,2,0
7790040374607,GALLETITAS SALADIX DUO JAM.QUE.80GR,Snacks,1128.57,4.47,24,6,0
7797453971119,ALIMENTO WHISKAS GATITOS CAR./LE500,Mascotas,2933.33,2.26,24,7,1
7790580104979,HELADO ARCOR POSTRE AGUILA 637G.,Helados,10392.86,4.69,41,14,0
7898422746032,CREMA P/PEINAR SEDAL 300ML RIZOS ,Cuidado Capilar,4040.52,2.81,34,18,0
100355,FIAMBRE PARA EMPAREDADO FELA KG.,Helados,5564.29,6.94,23,15,0
7791293031798,ACONDICIONADOR SEDAL 300ML DP REST.,Cuidado Capilar,2575.48,4.13,7,2,0
7790895006715,GASEOSA SCHWEPPES TONICA 1.5,Bebidas sin alcohol,2884.62,2.44,6,10,0
7798031154429,FIDEOS KNORR SPAGHETTINI 500G.,Almacén,1592.59,3.7,10,12,0
7791293022567,DESODORANTE REXONA MEN 89G.V8,Higiene Corporal,3313.22,5.53,25,17,0
7790352000171,PAN LACTAL HAMBURGUESAS 4 UNID.,Almacén,1970.37,3.09,16,8,0
7791293010878,SHAMPOO SEDAL 650ML RIZOS DEFINIDOS,Cuidado Capilar,6045.19,2.44,47,11,0
7790580332617,CHOCOLATE COFLER AIR.55G. ALMENDRA,Golosinas,2635.71,5.11,7,3,0
7790895000782,GASEOSA COCA COLA 500 CC.        ,Bebidas sin alcohol,1246.15,5.11,8,6,0
7794820014967,QUESO MILKAUT UNTABLE TRADICIO. 190,Golosinas,2021.43,3.23,28,9,0
8000500020012,HUEVO KINDER G.SORPRESA ELLOS 150G.,Golosinas,14214.29,3.32,17,6,0
7790895006036,BEBIDA POWERADE 995ML MANZANA,Bebidas sin alcohol,2538.46,5.08,25,9,0
7790580033507,CHOCOLATE COFLER 55G. ALMENDRAS ,Golosinas,2350.0,0.88,10,7,0
7798115940337,FIDEOS ESTRELLA DEL PAR.FUSILLI 500,Almacén,659.26,0.98,42,9,0
77905529,JUGO DE LIMON MINERVA 250CC,Almacén,1177.78,2.7,43,18,0
7891150014336,SHAMPOO CLEAR MEN 200CC CAIDA CONTR,Cuidado Capilar,3963.89,3.97,35,12,0
7791813421412,GASEOSA PASO LOS TOROS POMELO S/AZ,Bebidas sin alcohol,1346.15,5.28,14,8,0
7793360987106,GARBANZOS LA CAMPAGNOLA 195G.,Almacén,1414.81,8.19,39,8,0
7891150008816,ACONDICIONADOR DOVE 200ML RECONSTRU,Higiene Corporal,3674.04,6.64,40,18,0
7790895641206,AGUA SAB.AQUARIUS 500CC.UVA,Bebidas sin alcohol,1300.0,4.1,27,20,0
7790580538903,GALLETITAS ARCOR TORTITAS BLACK 125,Almacén,1096.3,4.45,29,15,0
7794820015261,LECHE UAT MILKAUT DESCREMADA 1 LT,Golosinas,1864.29,1.99,22,7,1
7794000401372,MAYONESA HELLMANNS 1000 CC,Almacén,4014.81,20.0,15,11,0
7791293021812,ACONDICIONADOR SEDAL 300ML DP CREMA,Cuidado Capilar,2575.48,3.78,35,20,0
7798039870079,ALIMENTO A BASE DE QUESO REGGIO 120,Almacén,1014.81,5.31,28,16,0
7791290007987,SUAVIZANTE COMFORT CLASSIC 900 CC,Limpieza,3109.63,2.43,37,4,0
7793360927805,SALSATI LA CAMPAGNOLA PIZZA DP340G,Almacén,1177.78,5.8,22,6,0
7790070218216,ACEITE DE OLIVA COCINERO E.VIRGEN50,Almacén,8385.19,20.0,22,3,1
7791813423157,GASEOSA MIRINDA NARANJA 2.250 L.,Bebidas sin alcohol,961.54,4.23,19,9,1
7790040008175,GALLETITAS BAGLEY OPERA 220 G.   ,Galletas,1957.14,5.5,14,10,0
7798031154436,FIDEOS KNORR FETTUCCINI 500G.,Almacén,1592.59,6.23,45,14,0
7798031154443,FIDEOS CICA TALLARINES 500G.,Almacén,844.44,3.5,7,11,0
7790580106379,JUGO ARCOR CAJA 18U. MANZANA,Bebidas sin alcohol,4923.08,5.06,30,18,0
7622300724542,FIDEOS DON FELIPE SPAGHETTI 500G.,Almacén,1555.56,4.53,44,12,0
7790580956707,SALSA ARCOR D.PACK PIZZA 340G.,Almacén,977.78,4.74,14,12,0
7501056326043,CREMA PONDS REJUVENESS 100 GRS,Higiene Corporal,4608.96,2.57,27,13,0
7791293031231,ACONDICIONADOR SEDAL 650ML REST.INS,Cuidado Capilar,6045.19,4.56,48,13,1
7790580511708,MERMELADA ARCOR LIGHT FRUT. 390GRS,Almacén,3562.96,20.0,9,19,0
7613034195241,DOLCA MIX DP.125G. CAPPUCCINO,Infusiones,2829.63,8.13,31,19,0
7790580402808,ALIMENTO CHOCOLATE ARCOA 180 G   ,Golosinas,1271.43,6.9,34,14,0
7790040534407,GALLETITAS ARCOR FORMIS CHOCO.72GRS,Almacén,600.0,20.0,39,4,0
7791293020297,DESODORANTE AXE SECO APOLLO 88G,Higiene Corporal,3181.41,2.58,28,13,0
7790895640476,"AGUA SAB.AQUARIUS 1,500CC.PERA",Bebidas sin alcohol,1840.0,6.68,42,8,0
7792798007493,CERVEZA BRAHMA 1L.,Bebidas con alcohol,2969.23,20.0,16,19,0
75031060,DESODORANTE DOVE STICK MEN CUID.TOT,Higiene Corporal,4832.48,9.97,11,12,0
7794000596931,SOPA KNORR N.R.CREMA CHOCLO 70G.,Almacén,1696.3,2.48,23,18,0
7790040704909,GALLETITAS ARCOR SERRANAS SAND.336G,Almacén,1333.33,2.4,26,6,0
7790040720206,GALLETITAS ARCOR MANA C/LECHE 136G.,Almacén,874.07,3.0,47,18,0
7790407031013,CHOCOLATE AGUILA 100G. FAMILIAR ,Golosinas,4092.86,-0.81,41,19,0
6000001168000,POLLO CARCASA KG.,Helados,1114.29,3.19,46,5,0
7790580111229,HELADO ARCOR CHOCOTORTA 637G.,Helados,10392.86,2.6,43,9,0
77949059,CHOCOLATE COFLER AIR.BCO./LECHE 27G,Golosinas,1357.14,4.88,39,3,0
6000001021930,POLLO PATA MUSLO KG.,Helados,4764.29,5.35,22,10,0
7790040110373,JUGO LA CAMPAGNOLA BC 500ML MULTIFR,Almacén,859.26,9.19,42,19,0
7791813423324,GASEOSA MIRINDA MANZANA 2.250 LTS.,Bebidas sin alcohol,961.54,20.0,30,3,0
7791290013575,SUAVIZANTE COMFORT 3L. DP.,Limpieza,9851.85,3.06,43,15,0
7790070408532,POSTRE EXQUISITA VAINILLA 80G.,Almacén,725.93,2.25,17,1,0
7790070936516,ARLISTAN INSTANTANEO 50G.,Infusiones,1948.15,5.73,28,7,1
7791293031996,JABON TOCADOR REXONA 3X125G. BAMBOO,Higiene Corporal,2770.74,1.2,47,12,0
77934024,CHICLES BELDENT 10G. MENTOL ,Golosinas,607.14,9.08,27,17,0
7790895002304,GASEOSA FANTA NARANJA ZERO 1.5LTS.,Bebidas sin alcohol,2884.62,20.0,26,20,0
7792798012923,CERVEZA QUILMES CLASICA 473ML,Bebidas con alcohol,1565.38,3.33,32,5,0
7798115940405,FIDEOS ESTRELLA DEL PAR.TIRABUZO500,Almacén,659.26,0.22,36,4,0
7790407490704,CHOCOLATE COFLER AIR.55G. LECHE ,Golosinas,2635.71,7.88,11,12,0
7790580454210,HELADO ARCOR 3 CREMAS CH/V/D. 1KG,Helados,11421.43,4.21,32,20,0
7790040534308,GALLETITAS ARCOR FORMIS D.LECHE 72G,Almacén,600.0,7.59,45,18,0
7790040946309,GALLETITAS BAGLEY CRIOLLITAS S/S169,Galletas,757.14,0.51,39,17,0
6000001364211,SALCHICHON PALADINI C/JAMON KG.,Helados,8750.0,3.0,17,19,0
7791293017556,JABON TOCADOR REXONA 125G SENSIBLE ,Higiene Corporal,1036.67,4.51,12,9,0
7792860003033,CARAMELOS PICO DULCE 150 GRS.,Golosinas,1785.71,4.62,15,4,0
7790580112400,HELADO ARCOR GELATO 450CC COFLER DU,Helados,5678.57,3.37,22,2,1
7791445053005,YERBA CRUZ DE MALTA BOLDO MENTA 500,Infusiones,1600.0,6.06,31,4,0
7501056332075,CREMA PONDS REJUVENESS NOCHE 100GRS,Higiene Corporal,4617.19,20.0,26,2,0
7790895006722,GASEOSA SCHWEPPES CITRUS 1.5 LT.,Bebidas sin alcohol,2884.62,4.14,33,15,0
7793360004100,MERMELADA CAMPAGNOLA CIRUELA 454 GR,Almacén,2940.74,20.0,7,2,0
7790060070565,BIZCOCHUELO EXQUISITA NAR.540G   ,Almacén,2296.3,5.79,48,4,0
7791293021782,SHAMPOO SEDAL 650ML CERAMIDAS ,Cuidado Capilar,6045.19,6.28,6,6,0
7791880000459,ARROZ GALLO ORO DOBLE 1 KG,Almacén,2355.56,1.69,41,7,0
7613035379213,CAFE DESCAFEINADO NESCAFE 100G.,Golosinas,10821.43,0.66,31,10,0
7790895005374,GASEOSA COCA COLA 1.250 LT.RETORNAB,Bebidas sin alcohol,2153.85,7.69,34,19,0
7794000596498,SOPA KNORR N.R.QUICK ZAPALLO  63G.,Almacén,2222.22,5.33,26,19,0
7794000597518,CALDOS KNORR 12U VERDURA,Almacén,1481.48,2.63,16,12,0
7613034612687,LECHE POLVO NIDO 3 800G.,Almacén,12629.63,8.38,45,3,0
7790580107475,CARAMELOS MOGUL 500G.FRUT/CREMA,Golosinas,5700.0,4.79,16,13,0
7793522000124,GALLETITAS VALENTE VAINILLA 148 G.,Almacén,1200.0,7.45,41,18,0
7791293021867,SHAMPOO SEDAL 300ML DP SOS CREMA BA,Cuidado Capilar,2575.48,4.67,44,8,0
7792860000452,CHUPETIN PELOTITAS 50UNID (45),Golosinas,2764.29,9.65,45,15,0
7790895010088,"GASEOSA SCHWEPPES POMELO ZERO 1,5L.",Bebidas sin alcohol,2884.62,8.89,40,1,0
7790040991606,TOSTADAS CRIOLLITAS CLASICAS 195G.,Galletas,1371.43,3.88,39,3,0
7790070016010,GELATINA EXQUISITA LIGHT DURAZNO 25,Almacén,740.74,6.93,29,8,0
7794000960091,MAYONESA HELLMANNS 500 CC,Almacén,2074.07,6.11,27,4,0
7791293004976,ACONDICIONADOR DOVE 400ML RECONSTR,Higiene Corporal,6248.07,7.92,10,16,0
7791290000674,LAVAVAJILLAS ALA ULTRA 300CC.LIMON,Limpieza,1311.11,2.09,38,10,0
7790895641237,"AGUA SAB.AQUARIUS 1,500CC.NARANJA",Bebidas sin alcohol,1840.0,6.22,41,12,0
77905277,CARAMELOS HALLS MIEL C/LIMON 28G,Golosinas,635.71,7.15,25,14,0
7791293022635,DESODORANTE REXONA MEN 89G.INVISIBL,Higiene Corporal,3313.22,0.1,24,14,0
7798115940375,FIDEOS ESTRELLA DEL PAR.MACARRON500,Almacén,659.26,1.54,40,2,0
7790156000193,LECHE DE SOJA ADES DURAZNO 1 L   ,Bebidas sin alcohol,2500.0,-0.6,48,5,0
7794820000595,MANTECA MILKAUT 100 GRS.,Golosinas,1621.43,3.83,22,5,0
7790040566002,GALLETITAS ARCOR HOGARE/AS SESA.167,Almacén,1096.3,6.29,48,6,0
7797453971751,ALIMENTO WHISKAS LATA POLLO 340G.,Mascotas,2985.19,8.26,39,13,0
7861002900117,BOMBONES FERRERO ROCHER 8 UND.,Golosinas,10192.86,4.69,14,9,0
7790079010828,SALCHICHAS PALADINI 6 UN.        ,Helados,1985.71,8.57,31,15,0
7791293010892,SHAMPOO SEDAL 650ML LISO PERFECTO,Cuidado Capilar,6045.19,1.05,7,14,0
7791293031927,JABON TOCADOR REXONA 120G SENSIBLE ,Higiene Corporal,1036.67,0.24,14,7,0
7791290001169,DETERGENTE SINT.ALA R.FINA M.450DOY,Limpieza,2533.33,4.36,14,20,0
7791293030807,SHAMPOO SEDAL 340ML CREMA BALANCE,Cuidado Capilar,3764.44,5.46,45,2,0
7798115940122,FIDEOS ESTRELLA DEL PAR.CINTA ARTES,Almacén,1000.0,4.42,22,7,0
7790895067532,GASEOSA COCA COLA ZERO 500 CC,Bebidas sin alcohol,1246.15,-0.67,6,6,0
7790580262402,CARAMELOS MOGUL 500G. MORAS ,Golosinas,5700.0,4.28,30,17,0
7791813424017,GASEOSA SEVEN UP 3 LTS.,Bebidas sin alcohol,1230.77,1.24,48,2,0
7790895000829,GASEOSA SPRITE 500 CC.           ,Bebidas sin alcohol,1246.15,6.17,45,3,1
7891150035874,DOVE BABY JABON LIQUIDO 180CC.DP.HU,Higiene Corporal,3007.89,5.42,47,5,0
7791564013355,QUESO ADLER GRUYERE 100 G.,Golosinas,2057.14,2.15,30,5,0
7798141510856,FILET DE BOGA DESPINADA EPUYEN 1KG.,Helados,2985.71,3.22,44,1,0
7790070411525,REBOZADOR PREFERIDO HORNO 1 KG.,Almacén,2718.52,1.85,40,8,0
7790895640490,"AGUA SAB.AQUARIUS 1,500CC.POMELO",Bebidas sin alcohol,1840.0,20.0,8,12,1
7790580240714,CARAMELOS ARCOR BUT.TOF.REL.D.LE810,Golosinas,6778.57,6.89,42,4,0
7791813421382,GASEOSA PASO LOS TOROS POMELO 1.5LT,Bebidas sin alcohol,1346.15,2.04,35,13,0
7790895001031,GASEOSA FANTA LIMON 2.250 LTS.,Bebidas sin alcohol,3846.15,5.76,43,15,0
7798115941204,FIDEOS ESTRELLA DEL PAR.PL TALLARIN,Almacén,659.26,3.17,39,11,0
77953124,CHOCOLATE COFLER BLOCK 38G. C/MANI ,Golosinas,1271.43,2.52,17,10,1
7790070318602,FIDEOS MATARAZZO TIRABUZON Nº28 5  ,Almacén,1200.0,4.23,24,3,1
7791293031934,JABON TOCADOR REXONA 125G BAMBOO FR,Higiene Corporal,1036.67,1.91,42,14,0
7790580309206,CARAMELOS MOGUL 1KG. EUCALIPTUS,Golosinas,9321.43,3.12,22,16,0
7790580111496,HELADO ARCOR ALMENDRADO 675G.,Helados,10392.86,1.51,15,10,0
7791293005027,SHAMPOO DOVE 400ML HIDRATACION,Higiene Corporal,6248.07,9.41,17,10,0
7613035495746,LECHE CHOCOLATADA NESQUIK 200ML.ORI,Almacén,962.96,4.59,21,12,0
7790895000836,GASEOSA FANTA NARANJA 500 C.C.,Bebidas sin alcohol,1246.15,2.75,29,9,0
7790895064166,GASEOSA SPRITE ZERO 2.250L,Bebidas sin alcohol,3846.15,5.03,24,1,0
7790580108489,RELLENO UNTABLE BON O BON 290G.,Golosinas,4057.14,4.22,13,5,0
7790580308100,CARAMELOS MOGUL 1KG. JELLY BUTT.,Golosinas,9321.43,3.95,36,20,1
7790580511302,MERMELADA ARCOR LIGHT DURAZ. 390GRS,Almacén,2681.48,6.04,26,8,0
7790070320032,FIDEOS MATARAZZO MUNICIONES 500GRS,Almacén,1200.0,6.39,22,11,0
7791293031941,JABON TOCADOR REXONA 120G COTTON FR,Higiene Corporal,1036.67,3.17,28,12,0
7798031154245,FIDEOS KNORR TRICOLOR TIRABUZON 500,Almacén,1592.59,3.06,42,1,0
7791290002050,LIMPIADOR CIF PISOS OXI GEL 2L,Limpieza,8814.81,3.81,21,20,0
7790070317469,CAPELETINI LUCCHETTINIS ESP.YQUESO ,Almacén,3133.33,-1.25,11,11,1
6000001183782,POLLO FILET PECHUGA KG,Helados,7700.0,0.71,13,5,0
7790070411358,BIZCOCHOS DE ARROZ GALLO DULCES 100,Golosinas,1278.57,7.92,30,15,0
7792860005358,CARAMELOS LHERITIER MASTICA.DON.670,Golosinas,3742.86,8.61,23,5,0
7791293032481,DESODORANTE REXONA 87G.INVISIBLE,Higiene Corporal,3313.19,3.88,30,12,0
7790040003569,GALLETITAS BAGLEY REX ORIGINAL 75GR,Galletas,964.29,5.94,17,5,0
7791293032023,JABON TOCADOR REXONA 3X125G. ORCHID,Higiene Corporal,2770.74,5.28,20,17,0
7793360103025,KETCHUP LA CAMPAGNOLA DP.250G. HOT,Almacén,1325.93,12.2,31,17,0
7790070411365,BIZCOCHOS DE ARROZ GALLO SALADOS 10,Golosinas,1278.57,7.3,46,12,0
7790040720305,GALLETITAS ARCOR MANA LIMON 136GRS,Almacén,874.07,4.18,31,15,0
7798031154252,FIDEOS KNORR TRICOLOR MOSTACHOL 500,Almacén,1592.59,2.11,37,15,0
7790580504601,DULCE MEMBRILLO ARCOR 500G ESTUCHE,Almacén,1955.56,0.48,15,6,0
7798115940078,FIDEOS ESTRELLA DEL PAR.C.ANGEL 500,Almacén,1000.0,5.01,21,12,0
7791293022536,DESODORANTE REXONA MEN 89G.SENSITIV,Higiene Corporal,3313.22,2.61,12,20,0
7790580697303,GALLETITAS SALADIX PIZZA 100 G   ,Snacks,1128.57,0.94,22,18,0
7790070320117,CAPELETINI LUCCHETTINIS CARNE 500G.,Almacén,3133.33,2.88,28,14,0
7790580665609,CHOCOLATE COFLER 55G. LECHE ,Golosinas,2350.0,1.8,31,2,0
7792860001213,CHUPETIN LHERITIER CHUPETONCITO 12U,Golosinas,6114.29,8.72,26,9,0
7790895000225,GASEOSA SPRITE 2 LT.RETORNABLE,Bebidas sin alcohol,2769.23,6.7,27,5,0
7798031154115,FIDEOS KNORR TIRABUZON 500G.,Almacén,1074.07,20.0,12,20,0
79400301161,DESODORANTE REXONA CL.FEM.STICK EDR,Higiene Corporal,9164.96,20.0,19,1,0
7790895006951,GASEOSA CRUSH NARANJA 2.250 LTS.,Bebidas sin alcohol,2153.85,4.69,20,3,0
7790580103743,CHOCOLATE COFLER BLOCK 300G C/MANI ,Golosinas,9328.57,2.35,12,6,0
7793360004452,MERMELADA CAMPAGNOLA NARANJAS 454,Almacén,2940.74,8.31,14,5,0
7791293030845,SHAMPOO SEDAL 340ML LISO PERFECTO,Cuidado Capilar,3764.44,20.0,13,5,0
7790580980009,CHOCLO ARCOR ENTERO AMARILLO 205G.,Almacén,1503.7,1.91,28,1,0
7790070411549,REBOZADOR PREFERIDO 500 GRS.,Almacén,1229.63,4.02,34,17,0
7793360927508,SALSATI LA CAMPAGNOLA POMAROLA DP 3,Almacén,1177.78,2.31,23,19,0
7501059273252,CAPSULAS DOLCE GUSTO ESPRESSO 10U.,Infusiones,7170.37,1.04,36,14,0
